ticker,quarter,field,raw_value
MARA,2010q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MARA,2010q2,totalShareholderEquity,'None'
MARA,2010q2,price_report,MISSING
MIGI,2023q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2017q3,price_report,MISSING
MIGI,2017q2,price_report,MISSING
MIGI,2017q1,price_report,MISSING
MIGI,2016q4,price_report,MISSING
MIGI,2016q3,price_report,MISSING
MIGI,2016q2,price_report,MISSING
MIGI,2016q1,price_report,MISSING
MIGI,2015q4,price_report,MISSING
MIGI,2015q3,price_report,MISSING
MIGI,2015q2,price_report,MISSING
MIGI,2015q1,price_report,MISSING
MIGI,2014q4,price_report,MISSING
MIGI,2014q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2014q3,price_report,MISSING
MIGI,2014q2,price_report,MISSING
MIGI,2014q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2014q1,price_report,MISSING
MIGI,2013q4,price_report,MISSING
MIGI,2013q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2013q3,price_report,MISSING
MIGI,2013q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2013q2,price_report,MISSING
MIGI,2013q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2013q1,price_report,MISSING
MIGI,2012q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2012q4,price_report,MISSING
MIGI,2012q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2012q3,price_report,MISSING
MIGI,2012q2,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2012q2,price_report,MISSING
MIGI,2012q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2012q1,price_report,MISSING
MIGI,2011q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2011q4,price_report,MISSING
MIGI,2011q3,totalAssets,'None'
MIGI,2011q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2011q3,price_report,MISSING
MIGI,2011q2,totalAssets,'None'
MIGI,2011q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2011q2,price_report,MISSING
MIGI,2011q1,totalAssets,'None'
MIGI,2011q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2011q1,price_report,MISSING
MIGI,2010q4,totalAssets,'None'
MIGI,2010q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2010q4,price_report,MISSING
MIGI,2010q3,totalAssets,'None'
MIGI,2010q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2010q3,price_report,MISSING
MIGI,2010q2,totalAssets,'None'
MIGI,2010q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2010q2,price_report,MISSING
MIGI,2010q1,totalAssets,'None'
MIGI,2010q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2010q1,price_report,MISSING
MIGI,2009q4,totalAssets,'None'
MIGI,2009q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2009q4,price_report,MISSING
MIGI,2009q3,totalAssets,'None'
MIGI,2009q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2009q3,price_report,MISSING
MIGI,2009q2,totalAssets,'None'
MIGI,2009q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2009q2,price_report,MISSING
MIGI,2009q1,totalAssets,'None'
MIGI,2009q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2009q1,price_report,MISSING
MIGI,2008q4,totalAssets,'None'
MIGI,2008q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2008q4,price_report,MISSING
MIGI,2008q4,btc_price,MISSING from btc_dict
MIGI,2008q4,hashrate,MISSING from hash_dict
MIGI,2008q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2008q3,price_report,MISSING
MIGI,2008q3,btc_price,MISSING from btc_dict
MIGI,2008q3,hashrate,MISSING from hash_dict
MIGI,2008q2,totalAssets,'None'
MIGI,2008q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2008q2,price_report,MISSING
MIGI,2008q2,btc_price,MISSING from btc_dict
MIGI,2008q2,hashrate,MISSING from hash_dict
MIGI,2008q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2008q1,price_report,MISSING
MIGI,2008q1,btc_price,MISSING from btc_dict
MIGI,2008q1,hashrate,MISSING from hash_dict
MIGI,2007q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2007q4,price_report,MISSING
MIGI,2007q4,btc_price,MISSING from btc_dict
MIGI,2007q4,hashrate,MISSING from hash_dict
MIGI,2007q3,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2007q3,price_report,MISSING
MIGI,2007q3,btc_price,MISSING from btc_dict
MIGI,2007q3,hashrate,MISSING from hash_dict
MIGI,2007q2,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2007q2,price_report,MISSING
MIGI,2007q2,btc_price,MISSING from btc_dict
MIGI,2007q2,hashrate,MISSING from hash_dict
MIGI,2007q1,totalAssets,'None'
MIGI,2007q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
MIGI,2007q1,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2007q1,totalShareholderEquity,'None'
MIGI,2007q1,price_report,MISSING
MIGI,2007q1,btc_price,MISSING from btc_dict
MIGI,2007q1,hashrate,MISSING from hash_dict
MIGI,2006q4,totalAssets,'None'
MIGI,2006q4,cash (cashAndCashEquivalentsAtCarryingValue/cashAndShortTermInvestments/cash),"{'cashAndCashEquivalentsAtCarryingValue': 'None', 'cashAndShortTermInvestments': 'None', 'cash': None}"
MIGI,2006q4,price_report,MISSING
MIGI,2006q4,btc_price,MISSING from btc_dict
MIGI,2006q4,hashrate,MISSING from hash_dict
RIOT,2021q1,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
RIOT,2020q4,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
RIOT,2020q3,total_debt (shortLongTermDebtTotal/longTermDebt/totalDebt),"{'shortLongTermDebtTotal': 'None', 'longTermDebt': 'None', 'totalDebt': None}"
